5.1	3.5	1.4	0.2	Low_Rain_Likelihood
4.9	3.0	1.4	0.2	Low_Rain_Likelihood
4.7	3.2	1.3	0.2	Low_Rain_Likelihood
4.6	3.1	1.5	0.2	Low_Rain_Likelihood
5.0	3.6	1.4	0.2	Low_Rain_Likelihood
5.4	3.9	1.7	0.4	Low_Rain_Likelihood
4.6	3.4	1.4	0.3	Low_Rain_Likelihood
5.0	3.4	1.5	0.2	Low_Rain_Likelihood
4.4	2.9	1.4	0.2	Low_Rain_Likelihood
4.9	3.1	1.5	0.1	Low_Rain_Likelihood
5.4	3.7	1.5	0.2	Low_Rain_Likelihood
4.8	3.4	1.6	0.2	Low_Rain_Likelihood
4.8	3.0	1.4	0.1	Low_Rain_Likelihood
4.3	3.0	1.1	0.1	Low_Rain_Likelihood
5.8	4.0	1.2	0.2	Low_Rain_Likelihood
5.7	4.4	1.5	0.4	Low_Rain_Likelihood
5.4	3.9	1.3	0.4	Low_Rain_Likelihood
5.1	3.5	1.4	0.3	Low_Rain_Likelihood
5.7	3.8	1.7	0.3	Low_Rain_Likelihood
5.1	3.8	1.5	0.3	Low_Rain_Likelihood
5.4	3.4	1.7	0.2	Low_Rain_Likelihood
5.1	3.7	1.5	0.4	Low_Rain_Likelihood
4.6	3.6	1.0	0.2	Low_Rain_Likelihood
5.1	3.3	1.7	0.5	Low_Rain_Likelihood
4.8	3.4	1.9	0.2	Low_Rain_Likelihood
5.0	3.0	1.6	0.2	Low_Rain_Likelihood
5.0	3.4	1.6	0.4	Low_Rain_Likelihood
5.2	3.5	1.5	0.2	Low_Rain_Likelihood
5.2	3.4	1.4	0.2	Low_Rain_Likelihood
4.7	3.2	1.6	0.2	Low_Rain_Likelihood
4.8	3.1	1.6	0.2	Low_Rain_Likelihood
5.4	3.4	1.5	0.4	Low_Rain_Likelihood
5.2	4.1	1.5	0.1	Low_Rain_Likelihood
5.5	4.2	1.4	0.2	Low_Rain_Likelihood
4.9	3.1	1.5	0.1	Low_Rain_Likelihood
5.0	3.2	1.2	0.2	Low_Rain_Likelihood
5.5	3.5	1.3	0.2	Low_Rain_Likelihood
4.9	3.1	1.5	0.1	Low_Rain_Likelihood
4.4	3.0	1.3	0.2	Low_Rain_Likelihood
5.1	3.4	1.5	0.2	Low_Rain_Likelihood
5.0	3.5	1.3	0.3	Low_Rain_Likelihood
4.5	2.3	1.3	0.3	Low_Rain_Likelihood
4.4	3.2	1.3	0.2	Low_Rain_Likelihood
5.0	3.5	1.6	0.6	Low_Rain_Likelihood
5.1	3.8	1.9	0.4	Low_Rain_Likelihood
4.8	3.0	1.4	0.3	Low_Rain_Likelihood
5.1	3.8	1.6	0.2	Low_Rain_Likelihood
4.6	3.2	1.4	0.2	Low_Rain_Likelihood
5.3	3.7	1.5	0.2	Low_Rain_Likelihood
5.0	3.3	1.4	0.2	Low_Rain_Likelihood
7.0	3.2	4.7	1.4	Medium_Rain_Likelihood
6.4	3.2	4.5	1.5	Medium_Rain_Likelihood
6.9	3.1	4.9	1.5	Medium_Rain_Likelihood
5.5	2.3	4.0	1.3	Medium_Rain_Likelihood
6.5	2.8	4.6	1.5	Medium_Rain_Likelihood
5.7	2.8	4.5	1.3	Medium_Rain_Likelihood
6.3	3.3	4.7	1.6	Medium_Rain_Likelihood
4.9	2.4	3.3	1.0	Medium_Rain_Likelihood
6.6	2.9	4.6	1.3	Medium_Rain_Likelihood
5.2	2.7	3.9	1.4	Medium_Rain_Likelihood
5.0	2.0	3.5	1.0	Medium_Rain_Likelihood
5.9	3.0	4.2	1.5	Medium_Rain_Likelihood
6.0	2.2	4.0	1.0	Medium_Rain_Likelihood
6.1	2.9	4.7	1.4	Medium_Rain_Likelihood
5.6	2.9	3.6	1.3	Medium_Rain_Likelihood
6.7	3.1	4.4	1.4	Medium_Rain_Likelihood
5.6	3.0	4.5	1.5	Medium_Rain_Likelihood
5.8	2.7	4.1	1.0	Medium_Rain_Likelihood
6.2	2.2	4.5	1.5	Medium_Rain_Likelihood
5.6	2.5	3.9	1.1	Medium_Rain_Likelihood
5.9	3.2	4.8	1.8	Medium_Rain_Likelihood
6.1	2.8	4.0	1.3	Medium_Rain_Likelihood
6.3	2.5	4.9	1.5	Medium_Rain_Likelihood
6.1	2.8	4.7	1.2	Medium_Rain_Likelihood
6.4	2.9	4.3	1.3	Medium_Rain_Likelihood
6.6	3.0	4.4	1.4	Medium_Rain_Likelihood
6.8	2.8	4.8	1.4	Medium_Rain_Likelihood
6.7	3.0	5.0	1.7	Medium_Rain_Likelihood
6.0	2.9	4.5	1.5	Medium_Rain_Likelihood
5.7	2.6	3.5	1.0	Medium_Rain_Likelihood
5.5	2.4	3.8	1.1	Medium_Rain_Likelihood
5.5	2.4	3.7	1.0	Medium_Rain_Likelihood
5.8	2.7	3.9	1.2	Medium_Rain_Likelihood
6.0	2.7	5.1	1.6	Medium_Rain_Likelihood
5.4	3.0	4.5	1.5	Medium_Rain_Likelihood
6.0	3.4	4.5	1.6	Medium_Rain_Likelihood
6.7	3.1	4.7	1.5	Medium_Rain_Likelihood
6.3	2.3	4.4	1.3	Medium_Rain_Likelihood
5.6	3.0	4.1	1.3	Medium_Rain_Likelihood
5.5	2.5	4.0	1.3	Medium_Rain_Likelihood
5.5	2.6	4.4	1.2	Medium_Rain_Likelihood
6.1	3.0	4.6	1.4	Medium_Rain_Likelihood
5.8	2.6	4.0	1.2	Medium_Rain_Likelihood
5.0	2.3	3.3	1.0	Medium_Rain_Likelihood
5.6	2.7	4.2	1.3	Medium_Rain_Likelihood
5.7	3.0	4.2	1.2	Medium_Rain_Likelihood
5.7	2.9	4.2	1.3	Medium_Rain_Likelihood
6.2	2.9	4.3	1.3	Medium_Rain_Likelihood
5.1	2.5	3.0	1.1	Medium_Rain_Likelihood
5.7	2.8	4.1	1.3	Medium_Rain_Likelihood
6.3	3.3	6.0	2.5	High_Rain_Likelihood
5.8	2.7	5.1	1.9	High_Rain_Likelihood
